event_id,event_type,event_topic,schema_version,event_timestamp,created_ts,producer,correlation_ids,payload
KEVT-CAT-INVENTORY-LOW-STOCK-20260425-0000000004,inventory_low_stock,catalog_events,1,2026-04-25T00:00:00,2026-04-25T00:00:00,vina_bim_shop.synthetic_source,"{'snapshot_id': 'INV-20260425-00000024', 'product_id': 'PRD-HOME-LIVING-00000024', 'seller_id': 'SEL-HCM-PRE-00000015'}","{'stock_on_hand': 46, 'threshold': 47.0}"
KEVT-CAT-INVENTORY-LOW-STOCK-20260425-0000000005,inventory_low_stock,catalog_events,1,2026-04-25T00:00:00,2026-04-25T00:00:00,vina_bim_shop.synthetic_source,"{'snapshot_id': 'INV-20260425-00000025', 'product_id': 'PRD-ELHA-00000025', 'seller_id': 'SEL-HUI-STA-00000053'}","{'stock_on_hand': 47, 'threshold': 47.0}"
KEVT-CAT-INVENTORY-LOW-STOCK-20260425-0000000006,inventory_low_stock,catalog_events,1,2026-04-25T00:00:00,2026-04-25T00:00:00,vina_bim_shop.synthetic_source,"{'snapshot_id': 'INV-20260425-00000038', 'product_id': 'PRD-ELHA-00000038', 'seller_id': 'SEL-HCM-NEW-00000074'}","{'stock_on_hand': 46, 'threshold': 47.0}"
KEVT-CAT-INVENTORY-LOW-STOCK-20260425-0000000007,inventory_low_stock,catalog_events,1,2026-04-25T00:00:00,2026-04-25T00:00:00,vina_bim_shop.synthetic_source,"{'snapshot_id': 'INV-20260425-00000041', 'product_id': 'PRD-FASHION-00000041', 'seller_id': 'SEL-HCM-PRE-00000040'}","{'stock_on_hand': 47, 'threshold': 47.0}"
KEVT-CAT-INVENTORY-LOW-STOCK-20260425-0000000008,inventory_low_stock,catalog_events,1,2026-04-25T00:00:00,2026-04-25T00:00:00,vina_bim_shop.synthetic_source,"{'snapshot_id': 'INV-20260425-00000045', 'product_id': 'PRD-ELHA-00000045', 'seller_id': 'SEL-HCM-PRE-00000040'}","{'stock_on_hand': 39, 'threshold': 47.0}"
KEVT-CAT-INVENTORY-LOW-STOCK-20260425-0000000009,inventory_low_stock,catalog_events,1,2026-04-25T00:00:00,2026-04-25T00:00:00,vina_bim_shop.synthetic_source,"{'snapshot_id': 'INV-20260425-00000055', 'product_id': 'PRD-ELHA-00000055', 'seller_id': 'SEL-HCM-PRE-00000049'}","{'stock_on_hand': 45, 'threshold': 47.0}"
KEVT-CAT-INVENTORY-LOW-STOCK-20260425-0000000010,inventory_low_stock,catalog_events,1,2026-04-25T00:00:00,2026-04-25T00:00:00,vina_bim_shop.synthetic_source,"{'snapshot_id': 'INV-20260425-00000067', 'product_id': 'PRD-FASHION-00000067', 'seller_id': 'SEL-OVN-PRE-00000066'}","{'stock_on_hand': 41, 'threshold': 47.0}"
KEVT-CAT-INVENTORY-LOW-STOCK-20260425-0000000011,inventory_low_stock,catalog_events,1,2026-04-25T00:00:00,2026-04-25T00:00:00,vina_bim_shop.synthetic_source,"{'snapshot_id': 'INV-20260425-00000071', 'product_id': 'PRD-FASHION-00000071', 'seller_id': 'SEL-HUI-STA-00000016'}","{'stock_on_hand': 46, 'threshold': 47.0}"
KEVT-CAT-INVENTORY-LOW-STOCK-20260425-0000000012,inventory_low_stock,catalog_events,1,2026-04-25T00:00:00,2026-04-25T00:00:00,vina_bim_shop.synthetic_source,"{'snapshot_id': 'INV-20260425-00000072', 'product_id': 'PRD-ELHA-00000072', 'seller_id': 'SEL-OVN-NEW-00000011'}","{'stock_on_hand': 43, 'threshold': 47.0}"
KEVT-CAT-INVENTORY-LOW-STOCK-20260425-0000000013,inventory_low_stock,catalog_events,1,2026-04-25T00:00:00,2026-04-25T00:00:00,vina_bim_shop.synthetic_source,"{'snapshot_id': 'INV-20260425-00000081', 'product_id': 'PRD-ELHA-00000081', 'seller_id': 'SEL-HPH-PRE-00000059'}","{'stock_on_hand': 47, 'threshold': 47.0}"
